price_in_rp,district,city,address,lat,long,loc,land_size_m2,building_size_m2,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,electricity,garages,Ac,Taman,KolamRenang
1400000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,78,120,3,2,0,0,2,0,2200,1,0,1,0
1400000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,78,120,3,2,0,0,2,0,2200,1,0,1,0
1400000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,78,120,3,2,0,0,2,1,2200,1,0,1,0
1350000000.00,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,120,150,4,3,0,0,2,1,2200,0,0,1,0
1350000000.00,Harjamukti, Depok,"Harjamukti, Depok",-6.3760721,106.9004991,-6.3760721 106.9004991,300,317,4,4,0,0,2,2,2200,0,1,1,0
1320000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,90,160,3,2,0,0,2,1,2200,0,0,1,0
1320000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,90,160,3,2,0,0,2,1,2200,0,0,1,0
1300000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,220,180,3,3,0,0,1,2,2200,0,0,1,0
1260000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,164,95,3,2,1,0,1,1,2200,0,0,1,0
1260000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,164,95,3,2,1,0,1,1,2200,0,0,1,0
1260000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,164,95,3,2,1,0,1,1,2200,0,0,1,0
1260000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,164,95,3,2,1,0,1,1,2200,1,0,1,0
1260000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,164,95,3,2,1,0,1,1,2200,1,0,1,0
1200000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,90,135,2,2,0,0,2,1,4400,0,0,1,0
1200000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,120,77,2,2,1,0,2,1,2200,0,0,1,0
1200000000,Cibubur, Depok,"Cibubur, Depok",-6.3560872,106.879792,-6.35608719999999 106.879792,98,78,2,2,1,1,2,2,2200,0,0,1,1
1200000000,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,120,100,3,3,1,0,2,1,2200,1,0,1,0
1200000000,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,120,100,3,3,1,0,2,1,2200,0,0,1,0
1200000000,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,180,356,4,3,0,0,2,2,2200,0,1,1,0
1200000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,98,78,2,3,1,0,2,0,2200,1,0,1,0
1200000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,98,78,2,3,1,0,2,0,2200,1,0,1,0
1200000000,Rangkapanjaya, Depok,"Rangkapanjaya, Depok",-6.3899682,106.7853922,-6.38996819999999 106.7853922,120,100,3,3,1,0,2,0,2200,1,0,1,0
1200000000,Rangkapanjaya, Depok,"Rangkapanjaya, Depok",-6.3899682,106.7853922,-6.38996819999999 106.7853922,120,100,3,3,1,0,2,0,2200,1,0,1,0
1200000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,120,100,3,3,1,0,2,1,3300,1,0,1,0
1200000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,120,100,3,3,1,0,2,1,3300,1,0,1,0
1200000000,Cibubur, Depok,"Cibubur, Depok",-6.3560872,106.879792,-6.35608719999999 106.879792,98,78,2,3,1,0,2,1,2200,1,0,1,0
1200000000,Cibubur, Depok,"Cibubur, Depok",-6.3560872,106.879792,-6.35608719999999 106.879792,98,78,2,3,1,0,2,0,2200,1,0,1,0
1150000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,94,70,3,2,0,0,2,1,2200,0,0,1,0
1140000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,84,76,3,2,0,0,2,0,1300,1,0,1,0
1100000000.00,Limo, Depok,"Limo, Depok",-6.3790349,106.7698692,-6.3790349 106.7698692,96,75,3,3,1,0,2,1,2200,0,0,1,0
1100000000.00,Limo, Depok,"Limo, Depok",-6.3790349,106.7698692,-6.3790349 106.7698692,96,75,3,3,1,0,2,1,2200,0,0,1,0
1100000000.00,Limo, Depok,"Limo, Depok",-6.3790349,106.7698692,-6.3790349 106.7698692,96,75,3,3,1,0,2,1,2200,0,0,1,0
1100000000.00,Limo, Depok,"Limo, Depok",-6.3790349,106.7698692,-6.3790349 106.7698692,96,75,3,3,1,0,2,1,2200,0,0,1,0
1100000000.00,Limo, Depok,"Limo, Depok",-6.3790349,106.7698692,-6.3790349 106.7698692,96,75,3,3,1,0,2,1,2200,0,0,1,0
1100000000.00,Beji, Depok,"Beji, Depok",-6.3685044,106.8081252,-6.3685044 106.8081252,96,75,3,3,1,0,2,1,2200,0,0,1,0
1080000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,70,2,1,0,0,2,1,1300,0,0,1,0
1080000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,70,2,1,0,0,2,1,1300,1,0,1,0
1080000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,70,2,1,0,0,2,1,1300,1,0,1,0
1050000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,83,154,5,2,1,0,2,1,2200,0,0,1,0
1050000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,83,154,5,2,1,0,2,1,2200,0,0,1,0
1050000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,83,154,5,2,1,0,2,1,2200,0,0,1,0
1050000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,83,154,3,2,1,0,2,1,2200,0,0,1,0
1050000000,Margonda, Depok,"Margonda, Depok",-6.3802195,106.8306511,-6.3802195 106.8306511,83,154,5,2,1,0,2,1,2200,0,0,1,0
1020000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,86,50,2,1,0,0,1,1,1300,1,0,1,0
1020000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,86,50,2,1,0,0,1,0,1300,1,0,1,0
1020000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,86,50,2,1,0,0,1,0,1300,1,0,1,0
1020000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,86,50,2,1,0,0,1,1,1300,1,0,1,0
1020000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,84,40,2,2,0,0,1,1,2200,1,0,1,0
1020000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,84,40,2,2,0,0,1,1,2200,0,0,1,0
1020000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,120,140,3,2,0,0,1,1,1300,1,0,1,0
1020000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,120,140,3,2,0,0,1,1,1300,1,0,1,0
1020000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,84,40,2,2,0,0,1,1,2200,1,0,1,0
960000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,108,90,2,1,0,0,1,1,1300,0,0,1,0
960000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,108,90,2,1,0,0,1,1,1300,1,0,1,0
960000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,108,90,2,1,0,0,1,1,1300,0,0,1,0
960000000,Limo, Depok,"Limo, Depok",-6.3790349,106.7698692,-6.3790349 106.7698692,108,90,2,1,0,0,1,1,1300,0,0,1,0
960000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,90,60,2,1,0,0,1,1,1300,0,0,1,0
960000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,108,90,2,1,0,0,1,1,1300,1,0,1,0
950000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,85,100,2,2,0,0,2,1,2200,0,0,1,0
945000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,105,60,2,1,0,0,1,1,2200,1,0,1,0
945000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,105,60,2,1,0,0,1,1,2200,1,0,1,0
945000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,105,60,2,1,0,0,1,0,2200,1,0,1,0
945000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,105,60,2,1,0,0,1,0,2200,1,0,1,0
945000000,Sukatani, Depok,"Sukatani, Depok",-6.3917341,106.8856933,-6.3917341 106.8856933,105,60,2,1,0,0,1,1,2200,1,0,1,0
900000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,81,81,3,1,1,0,1,0,1300,1,0,1,0
900000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,81,81,3,1,1,0,1,1,1300,1,0,1,0
900000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,81,81,3,1,1,0,1,0,1300,1,0,1,0
900000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,119,90,3,2,0,0,1,0,2200,1,0,1,0
900000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,119,90,3,2,0,0,1,1,2200,1,0,1,0
900000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,119,90,3,2,0,0,1,0,2200,1,0,1,0
900000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,119,90,3,2,0,0,1,1,2200,1,0,1,0
900000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,45,2,2,1,0,1,1,1300,0,0,1,0
900000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,45,2,2,1,0,1,1,1300,0,0,1,0
900000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,45,2,2,1,0,1,1,1300,0,0,1,0
900000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,90,45,2,2,1,0,1,1,1300,0,0,1,0
900000000,Margonda, Depok,"Margonda, Depok",-6.3802195,106.8306511,-6.3802195 106.8306511,90,45,2,2,1,0,1,1,1300,0,0,1,0
870000000.00,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,131,140,3,1,0,0,1,0,1300,1,0,1,0
870000000.00,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,131,140,3,1,0,0,1,0,1300,1,0,1,0
870000000.00,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,131,140,3,1,0,0,1,0,1300,1,0,1,0
870000000.00,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,131,140,3,1,0,0,1,1,1300,1,0,1,0
870000000.00,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,131,140,3,1,0,0,1,0,1300,1,0,1,0
840000000,Cimanggis, Depok,"Cimanggis, Depok",-6.3549369,106.8428572,-6.35493689999999 106.8428572,84,48,2,1,0,0,1,1,2200,0,0,1,0
840000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,84,48,2,1,0,0,1,1,2200,0,0,1,0
840000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,84,48,2,1,0,0,1,1,2200,0,0,1,0
840000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,84,48,2,1,0,0,1,1,2200,0,0,1,0
800000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,96,71,2,1,0,0,1,1,2200,0,0,1,0
800000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,96,71,2,1,0,0,1,1,2200,0,0,1,0
800000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,96,71,2,1,0,0,1,1,2200,0,0,1,0
800000000,Tapos, Depok,"Tapos, Depok",-6.4022805,106.8850657,-6.4022805 106.8850657,96,71,2,1,0,0,1,1,2200,0,0,1,0
780000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,72,42,2,1,1,0,1,1,1300,0,0,1,0
780000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,72,42,2,1,1,0,1,1,1300,1,0,1,0
780000000,Bojong Sari, Depok,"Bojong Sari, Depok",-6.4046258,106.7417263,-6.4046258 106.7417263,72,42,2,1,1,0,1,1,1300,0,0,1,0
780000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,98,68,3,1,1,0,1,1,1300,0,0,1,0
780000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,98,68,3,1,1,0,1,1,1300,0,0,1,0
780000000,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,98,68,3,1,1,0,1,1,1300,1,0,1,0
780000000,Sukmajaya, Depok,"Sukmajaya, Depok",-6.3908929,106.8519424,-6.3908929 106.8519424,98,68,3,1,1,0,1,1,1300,0,0,1,0
780000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,42,2,1,1,0,1,1,1300,1,0,1,0
750000000,Cinere, Depok,"Cinere, Depok",-6.3333023,106.7828744,-6.3333023 106.7828744,72,43,1,1,1,0,1,1,1300,0,0,1,0
750000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,43,1,1,1,0,1,1,1300,0,0,1,0
750000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,43,1,1,1,0,1,1,1300,0,0,1,0
750000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,43,1,1,1,0,1,1,1300,0,0,1,0
750000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,43,1,1,1,0,1,1,1300,0,0,1,0
699000000,Cibubur, Depok,"Cibubur, Depok",-6.3560872,106.879792,-6.35608719999999 106.879792,62,70,3,2,0,0,2,1,2200,0,1,1,0
690000000,Cipayung, Depok,"Cipayung, Depok",-6.4197444,106.796065,-6.4197444 106.796065,87,45,2,1,0,0,1,1,1300,1,0,1,0
660000000.00,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,80,45,2,1,1,0,1,0,2200,1,0,1,0
660000000.00,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,80,45,2,1,1,0,1,0,2200,1,0,1,0
660000000.00,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,80,45,2,1,1,0,1,1,2200,1,0,1,0
660000000.00,Citayam, Depok,"Citayam, Depok",-6.4024844,106.7942405,-6.4024844 106.7942405,82,50,2,1,1,0,1,1,1300,0,0,1,0
660000000.00,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,72,72,2,1,0,0,1,1,1300,0,0,1,0
660000000.00,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,72,72,2,1,0,0,1,1,1300,0,0,1,0
660000000.00,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,72,72,2,1,0,0,1,1,1300,0,0,1,0
660000000.00,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,72,72,2,1,0,0,1,1,1300,0,0,1,0
660000000.00,Cilodong, Depok,"Cilodong, Depok",-6.4369807,106.8355372,-6.43698069999999 106.8355372,72,72,2,1,0,0,1,1,1300,0,0,1,0
660000000.00,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,82,50,2,1,1,0,1,1,1300,0,0,1,0
660000000.00,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,82,50,2,1,1,0,1,1,1300,0,0,1,0
660000000.00,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,82,50,2,1,1,0,1,1,1300,0,0,1,0
660000000.00,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,82,50,2,1,1,0,1,1,1300,0,0,1,0
660000000.00,Cipayung, Depok,"Cipayung, Depok",-6.4197444,106.796065,-6.4197444 106.796065,80,45,2,1,1,0,1,0,2200,1,0,1,0
660000000.00,Cipayung, Depok,"Cipayung, Depok",-6.4197444,106.796065,-6.4197444 106.796065,80,45,2,1,1,0,1,1,2200,1,0,1,0
590000000.00,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,72,3,2,0,0,2,1,1300,0,0,1,0
575000000,Kukusan, Depok,"Kukusan, Depok",-6.3631747,106.8207875,-6.3631747 106.8207875,46,36,2,1,0,0,1,1,1300,0,0,1,0
525000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,73,45,2,1,0,0,1,1,2200,0,0,1,0
508000000,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,72,45,2,1,0,0,1,1,2200,1,0,1,0
495000000,Pancoran Mas, Depok,"Pancoran Mas, Depok",-6.3946317,106.7950631,-6.3946317 106.7950631,73,50,2,1,0,0,1,1,1300,0,0,1,0
484000000.00,Sawangan, Depok,"Sawangan, Depok",-6.407547,106.7555867,-6.407547 106.7555867,66,42,2,1,0,0,1,1,2200,1,0,1,0
400000000,Citayam, Depok,"Citayam, Depok",-6.4024844,106.7942405,-6.4024844 106.7942405,203,130,3,2,0,0,1,2,1300,2,0,1,0
375000000,Citayam, Depok,"Citayam, Depok",-6.4024844,106.7942405,-6.4024844 106.7942405,75,27,2,1,0,0,1,1,1300,1,0,1,0
1450000000,Metro permata, Jakarta Barat,"Metro permata, Jakarta Barat",-6.202108,106.7148672,-6.202108 106.7148672,90,120,3,2,1,0,2,1,2200,0,1,1,0
3800000000,Green garden, Jakarta Barat,"Green garden, Jakarta Barat",-6.170222,106.7535419,-6.170222 106.7535419,220,250,4,3,1,1,2,1,2200,1,0,1,0
2700000000,Jelambar, Jakarta Barat,"Jelambar, Jakarta Barat",-6.1598176,106.7853922,-6.15981759999999 106.7853922,80,170,3,3,0,0,3,1,2200,0,1,1,0
4500000000,Puri Media, Jakarta Barat,"Puri Media, Jakarta Barat",-6.1824852,106.7338011,-6.18248519999999 106.7338011,162,200,4,3,1,1,2,1,4400,1,1,1,0
3300000000,Green Lake City, Jakarta Barat,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,-6.1852561 106.703769,144,147,3,4,1,1,2,0,4400,0,0,1,1
4200000000,Kembangan, Jakarta Barat,"Kembangan, Jakarta Barat",-6.1987086,106.741926,-6.1987086 106.741926,160,250,4,3,1,1,3,1,5500,1,1,1,1
4800000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,144,200,3,3,1,1,2,1,2200,1,1,1,0
1400000000,Green Lake City, Jakarta Barat,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,-6.1852561 106.703769,60,87,2,2,1,0,2,0,4400,0,1,1,1
5100000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,160,240,4,3,1,1,2,0,4400,2,1,1,1
4900000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,144,250,3,2,1,1,2,0,5500,2,1,1,0
2600000000,Jelambar, Jakarta Barat,"Jelambar, Jakarta Barat",-6.1598176,106.7853922,-6.15981759999999 106.7853922,75,150,3,3,1,0,3,1,5500,0,1,1,0
6500000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,144,400,4,3,1,1,3,2,2200,2,0,1,0
6500000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,144,400,4,3,1,1,3,2,2200,2,0,1,0
4700000000,Puri Mansion, Jakarta Barat,"Puri Mansion, Jakarta Barat",-6.1813377,106.7271337,-6.1813377 106.7271337,150,280,4,3,1,1,2,1,5500,2,1,1,1
3990000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,136,180,4,3,1,1,2,1,3500,1,0,1,0
3500000000,Puri Mansion, Jakarta Barat,"Puri Mansion, Jakarta Barat",-6.1813377,106.7271337,-6.1813377 106.7271337,120,160,3,2,1,1,2,0,2200,2,1,1,1
3300000000,Green Lake City, Jakarta Barat,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,-6.1852561 106.703769,144,147,4,3,1,1,2,2,4400,0,1,1,1
7200000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,180,350,4,3,1,1,3,1,4400,1,1,1,0
4600000000.00,Citra Garden, Jakarta Barat,"Citra Garden, Jakarta Barat",-6.1494199,106.71167,-6.1494199 106.71167,150,200,3,3,1,1,2,0,4400,2,1,1,0
2400000000,Green Lake City, Jakarta Barat,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,-6.1852561 106.703769,90,110,3,3,1,1,2,1,4400,0,1,1,1
3700000000,Metland Puri, Jakarta Barat,"Metland Puri, Jakarta Barat",-6.1730885,106.7311963,-6.1730885 106.7311963,120,131,3,3,1,1,2,2,4400,0,0,1,1
3480000000,Sunrise Garden, Jakarta Barat,"Sunrise Garden, Jakarta Barat",-6.1691391,106.7650135,-6.1691391 106.7650135,144,200,4,3,1,1,2,1,3500,1,0,1,0
4300000000,Green Lake City, Jakarta Barat,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,-6.1852561 106.703769,144,200,3,3,1,1,2,2,4400,0,0,1,1
4600000000.00,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,200,200,4,2,1,1,2,3,2200,0,1,1,0
3200000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,250,239,4,3,1,1,2,2,4400,1,1,1,0
2500000000,Joglo, Jakarta Barat,"Joglo, Jakarta Barat",-6.2182191,106.7453307,-6.2182191 106.7453307,105,150,3,3,1,1,2,1,2200,2,1,1,1
2300000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,125,150,3,3,1,1,2,3,2200,0,0,1,0
2300000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,125,150,3,3,0,0,2,0,2200,0,0,1,0
2300000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,125,150,3,3,0,0,2,2,2200,0,0,1,0
2150000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,125,150,3,3,1,1,2,3,2200,0,0,1,0
2150000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,125,150,3,3,1,1,2,3,2200,0,0,1,0
1950000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,125,149,3,3,1,1,2,2,2200,2,0,1,0
1850000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,80,120,3,3,0,0,2,3,2200,0,0,1,0
1850000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,80,120,3,3,0,0,2,3,2200,0,0,1,0
1750000000,Meruya, Jakarta Barat,"Meruya, Jakarta Barat",-6.2087246,106.7337841,-6.2087246 106.7337841,64,140,3,4,1,1,3,2,3500,0,0,1,0
1370000000,Bojong Indah, Jakarta Barat,"Bojong Indah, Jakarta Barat",-6.1613118,106.7337457,-6.1613118 106.7337457,120,160,4,2,0,0,2,2,2200,0,0,1,0
998000000,Kebon Jeruk, Jakarta Barat,"Kebon Jeruk, Jakarta Barat",-6.1840468,106.7680752,-6.1840468 106.7680752,34,67,3,2,0,0,2,1,2200,0,1,1,0
895000000,Kebon Jeruk, Jakarta Barat,"Kebon Jeruk, Jakarta Barat",-6.1840468,106.7680752,-6.1840468 106.7680752,34,66,2,2,0,0,2,1,2200,1,1,1,0
562000000,Tamansari, Jakarta Barat,"Tamansari, Jakarta Barat",-6.1500077,106.816861,-6.1500077 106.816861,22,42,2,2,0,0,2,0,2200,0,0,1,0
562000000,Tamansari, Jakarta Barat,"Tamansari, Jakarta Barat",-6.1500077,106.816861,-6.1500077 106.816861,22,42,2,2,0,0,2,0,2200,0,0,1,0
7190000000,Permata Buana, Jakarta Barat,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,-6.1761691 106.7425373,180,250,5,3,1,1,3,1,5500,2,1,1,1
6000000000,Puri Indah, Jakarta Barat,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,-6.1866383 106.7425049,200,325,3,3,1,1,2,1,3500,1,1,1,0
