price_in_rp,district,city,address,lat,long,loc,land_size_m2,building_size_m2,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,electricity,garages,Ac,Taman,KolamRenang
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,108,3,2,0,0,2,2,2200,0,0,1,0
1050000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,72,108,3,2,0,0,2,1,2200,1,0,1,0
1050000000,Bintara, Bekasi,"Bintara, Bekasi",-6.2257275,106.9565206,-6.2257275 106.9565206,72,90,3,2,0,0,2,1,2200,2,1,1,0
1010000000.00,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,125,65,3,2,0,0,2,1,2200,0,0,1,0
1000000000,Bintara, Bekasi,"Bintara, Bekasi",-6.2257275,106.9565206,-6.2257275 106.9565206,72,108,3,2,0,0,2,1,2200,0,0,1,0
999000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,75,99,3,2,1,1,1,1,1300,1,0,1,0
990000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,95,60,3,2,0,0,2,2,2200,0,0,1,0
988000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,72,60,3,2,0,0,2,1,2200,1,0,1,0
975000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,100,70,3,2,0,0,2,1,1300,0,0,1,1
970000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,53,63,3,2,0,0,2,1,1300,0,0,1,0
970000000,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,56,63,3,2,0,0,2,1,1300,0,0,1,0
968000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,89,52,2,1,0,0,1,1,1300,0,1,1,0
968000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,70,120,3,3,0,0,2,2,3500,2,1,1,0
959000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,96,80,3,2,0,0,2,1,2200,0,0,1,0
959000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,72,80,3,2,0,0,2,1,2200,0,0,1,0
950000000,Jatikramat, Bekasi,"Jatikramat, Bekasi",-6.2770072,106.9506175,-6.2770072 106.9506175,65,80,3,2,0,0,2,1,2200,1,0,1,0
920000000,Pondok Gede, Bekasi,"Pondok Gede, Bekasi",-6.2697026,106.9308294,-6.2697026 106.9308294,70,85,3,2,1,1,2,2,2200,0,1,1,0
920000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,113,85,4,3,1,1,2,2,2200,0,1,1,0
900000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,72,80,3,2,0,0,2,1,2200,0,0,1,0
895000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,58,90,3,3,0,0,2,1,2200,1,0,1,0
884000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,70,65,3,2,0,0,1,1,2200,1,1,1,0
880000000.00,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,75,66,3,2,0,0,2,1,2200,0,0,1,0
875000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,100,66,3,2,0,0,1,1,1300,0,0,1,1
870000000.00,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,90,80,3,1,0,0,2,1,2200,0,0,1,0
850000000,Mustikasari, Bekasi,"Mustikasari, Bekasi",-6.2954885,107.0096553,-6.29548849999999 107.0096553,60,53,3,2,0,0,2,1,2200,1,0,1,0
807000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,42,63,3,2,0,0,2,1,2200,1,1,1,0
800000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,84,91,3,2,0,0,2,1,2200,0,0,1,0
779000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,54,63,3,2,0,0,2,1,2200,0,0,1,0
779000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,53,63,3,2,0,0,2,1,2200,0,0,1,0
779000000,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,53,63,3,2,0,0,2,1,1300,0,1,1,0
777000000,Cimuning, Bekasi,"Cimuning, Bekasi",-6.3204554,107.0273695,-6.32045539999999 107.0273695,84,58,2,1,0,0,1,0,1300,0,0,1,0
774000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,70,70,3,2,0,0,2,1,2200,0,0,1,0
774000000,Jatiwaringin, Bekasi,"Jatiwaringin, Bekasi",-6.2730676,106.9152021,-6.2730676 106.9152021,70,70,3,2,0,0,2,1,2200,0,0,1,0
764000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,78,83,3,3,0,0,2,1,2200,0,0,1,0
764000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Cibitung, Bekasi,"Cibitung, Bekasi",-6.2512754,107.0874774,-6.2512754 107.0874774,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Cibitung, Bekasi,"Cibitung, Bekasi",-6.2512754,107.0874774,-6.2512754 107.0874774,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Barat, Bekasi,"Bekasi Barat, Bekasi",-6.2312624,106.9598493,-6.23126239999999 106.9598493,78,83,3,3,0,0,2,2,2200,0,0,1,0
764000000,Bekasi Barat, Bekasi,"Bekasi Barat, Bekasi",-6.2312624,106.9598493,-6.23126239999999 106.9598493,78,83,3,3,0,0,2,2,2200,0,0,1,0
750000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,78,54,2,1,0,0,1,2,2200,0,1,1,0
750000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,78,54,2,1,0,0,1,1,1300,0,0,1,0
750000000,Bintara, Bekasi,"Bintara, Bekasi",-6.2257275,106.9565206,-6.2257275 106.9565206,50,100,3,2,0,0,2,1,1300,1,1,1,0
718000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,72,40,2,1,0,0,1,2,1300,1,1,1,1
703000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,75,55,2,1,0,0,2,1,1300,1,0,1,0
700000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,78,54,3,2,0,0,1,2,2200,2,0,1,0
700000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,78,46,3,2,0,0,1,2,2200,2,0,1,0
700000000,Galaxy, Bekasi,"Galaxy, Bekasi",-6.2572981,106.9683734,-6.2572981 106.9683734,78,55,4,2,0,0,1,2,2200,2,1,1,0
700000000,Cikunir, Bekasi,"Cikunir, Bekasi",-6.2744002,106.9620321,-6.2744002 106.9620321,82,60,3,2,0,0,1,2,2200,2,1,1,0
700000000,Komsen, Bekasi,"Komsen, Bekasi",-6.2931,106.95993,-6.2931 106.95993,78,45,3,2,0,0,1,2,2200,2,0,1,0
695000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,65,58,2,2,0,0,2,1,2200,0,0,1,0
695000000,Grand Wisata, Bekasi,"Grand Wisata, Bekasi",-6.2790901,107.0479557,-6.27909009999999 107.0479557,60,58,2,2,0,0,1,1,2200,0,1,1,1
690000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,96,48,2,1,0,0,1,1,2200,0,0,1,1
679000000.00,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,63,45,2,1,0,0,1,1,1300,1,1,1,0
665000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,97,54,3,1,0,0,1,1,1300,0,1,1,0
665000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,97,54,3,1,0,0,1,1,1300,0,1,1,0
665000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,97,54,3,1,0,0,1,1,1300,0,1,1,0
650000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,72,45,2,1,0,0,1,1,1300,1,1,1,0
650000000,Harapan Baru, Bekasi,"Harapan Baru, Bekasi",-6.2186791,107.0155599,-6.2186791 107.0155599,72,60,2,1,0,0,1,1,1300,1,0,1,0
650000000,Jati Mekar, Bekasi,"Jati Mekar, Bekasi",-6.2976498,106.9447146,-6.29764979999999 106.9447146,50,68,2,2,0,0,2,1,1300,0,0,1,0
625000000.00,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,72,48,2,1,0,0,1,1,1300,0,1,1,0
625000000.00,Rawalumbu, Bekasi,"Rawalumbu, Bekasi",-6.2778954,106.9918311,-6.27789539999999 106.9918311,75,48,2,1,0,0,1,1,2200,0,1,1,1
625000000.00,Cimuning, Bekasi,"Cimuning, Bekasi",-6.3204554,107.0273695,-6.32045539999999 107.0273695,72,48,2,1,0,0,1,1,1300,0,0,1,1
600000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,80,55,2,1,0,0,1,1,1300,1,1,1,0
600000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,65,53,2,2,0,0,2,1,2200,0,0,1,0
580000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,60,50,3,1,0,0,1,1,1300,1,0,1,0
570000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,97,54,2,1,0,0,1,1,1300,1,1,1,0
550000000.00,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,60,40,2,1,0,0,2,1,2200,0,1,1,0
550000000.00,Pondok Ungu, Bekasi,"Pondok Ungu, Bekasi",-6.1800099,107.0054386,-6.1800099 107.0054386,74,70,2,2,0,0,1,0,1300,1,0,1,0
545000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,72,42,2,1,0,0,1,1,1300,0,0,1,0
525000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,72,42,3,1,0,0,1,1,1300,1,0,1,0
510000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,70,38,2,1,0,0,1,1,1300,1,0,1,0
500000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,72,42,3,1,0,0,1,0,2200,0,0,1,0
500000000,Jatisampurna, Bekasi,"Jatisampurna, Bekasi",-6.3756418,106.9164975,-6.37564179999999 106.9164975,70,45,2,1,0,0,1,0,1300,0,0,1,0
500000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,64,47,2,1,0,0,1,1,2200,0,0,1,0
500000000,Cibitung, Bekasi,"Cibitung, Bekasi",-6.2512754,107.0874774,-6.2512754 107.0874774,60,48,2,2,0,0,2,1,2200,1,1,1,0
500000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,60,48,2,2,0,0,1,1,2200,1,1,1,0
496000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,72,36,2,1,0,0,1,1,2200,0,0,1,0
496000000,Karang Satria, Bekasi,"Karang Satria, Bekasi",-6.223004,107.0391798,-6.223004 107.0391798,72,36,2,1,0,0,1,1,2200,0,0,1,0
495000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,86,45,2,1,0,0,1,1,1300,1,1,1,1
495000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,86,45,2,1,0,0,1,1,1300,1,1,1,1
490000000,Jati Sari, Bekasi,"Jati Sari, Bekasi",-6.3385652,106.9447146,-6.3385652 106.9447146,66,30,2,1,0,0,1,1,1300,0,0,1,0
481000000,Tambun Utara, Bekasi,"Tambun Utara, Bekasi",-6.22417,107.0416681,-6.22417 107.0416681,72,36,2,1,0,0,1,1,1300,0,0,1,0
480000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,55,30,2,1,0,0,1,1,1300,0,0,1,0
476000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,52,36,2,1,0,0,1,1,1300,0,1,1,0
475000000,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,78,41,2,1,0,0,1,1,2200,1,0,1,0
468000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,72,45,2,1,0,0,1,1,1300,1,0,1,0
465000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,60,36,2,1,0,0,1,1,1300,0,0,1,0
455000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,70,41,2,1,0,0,1,1,2200,0,0,1,0
455000000,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,72,45,2,1,0,0,1,1,1300,0,1,1,0
450000000,Pondok Ungu, Bekasi,"Pondok Ungu, Bekasi",-6.1800099,107.0054386,-6.1800099 107.0054386,60,45,2,1,0,0,1,1,1300,1,0,1,0
445000000,Tambun Selatan, Bekasi,"Tambun Selatan, Bekasi",-6.2605104,107.0557842,-6.26051039999999 107.0557842,97,54,2,1,0,0,1,1,1300,0,0,1,0
439000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,60,37,3,1,0,0,1,0,2200,0,0,1,0
420000000,Tanah Tinggi, Bekasi,"Tanah Tinggi, Bekasi",-6.1675557,107.0039392,-6.1675557 107.0039392,60,36,2,1,0,0,1,1,1300,0,1,1,0
418000000,Satriajaya, Bekasi,"Satriajaya, Bekasi",-6.2157437,107.0586775,-6.2157437 107.0586775,72,36,3,1,0,0,2,1,1300,0,0,1,0
409000000,Cikarang Selatan, Bekasi,"Cikarang Selatan, Bekasi",-6.3258953,107.1256231,-6.3258953 107.1256231,60,40,2,1,0,0,1,0,1300,0,0,1,0
401000000,Setu, Bekasi,"Setu, Bekasi",-6.3490457,107.0324084,-6.3490457 107.0324084,66,38,2,1,0,0,1,1,1300,0,0,1,0
400000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,70,42,2,1,0,0,1,2,1300,2,0,1,0
400000000,Mustikasari, Bekasi,"Mustikasari, Bekasi",-6.2954885,107.0096553,-6.29548849999999 107.0096553,77,42,2,1,0,0,1,2,1300,2,0,1,0
390000000,Mustikajaya, Bekasi,"Mustikajaya, Bekasi",-6.2961428,107.0214912,-6.2961428 107.0214912,60,36,2,1,0,0,1,1,1300,1,1,1,0
390000000,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,73,36,2,1,0,0,1,1,1300,1,1,1,0
390000000,Cikarang Selatan, Bekasi,"Cikarang Selatan, Bekasi",-6.3258953,107.1256231,-6.3258953 107.1256231,60,30,2,1,0,0,1,1,1300,0,0,1,0
385000000,Bekasi Barat, Bekasi,"Bekasi Barat, Bekasi",-6.2312624,106.9598493,-6.23126239999999 106.9598493,72,45,2,2,0,0,1,1,1300,1,1,1,0
380000000,Serang Baru, Bekasi,"Serang Baru, Bekasi",-6.3831897,107.1059937,-6.3831897 107.1059937,100,45,2,1,0,0,1,1,1300,0,0,1,0
375000000,Tambun Utara, Bekasi,"Tambun Utara, Bekasi",-6.22417,107.0416681,-6.22417 107.0416681,70,40,2,1,0,0,1,1,1300,1,1,1,0
350000000,Setu, Bekasi,"Setu, Bekasi",-6.3490457,107.0324084,-6.3490457 107.0324084,60,38,2,1,0,1,1,1,1300,0,0,1,0
350000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,60,36,2,1,0,0,1,1,1300,0,1,1,0
342000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,36,63,2,1,0,0,1,1,1300,1,1,1,0
342000000,Cibitung, Bekasi,"Cibitung, Bekasi",-6.2512754,107.0874774,-6.2512754 107.0874774,66,63,2,1,0,0,1,1,1300,2,1,1,0
332000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,36,61,2,1,0,0,1,1,1300,2,1,1,0
327000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,36,60,2,1,0,0,1,1,1300,1,1,1,0
327000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,36,61,2,1,0,0,1,1,1300,0,1,1,0
300000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,60,36,2,1,0,0,1,1,1300,0,1,1,0
300000000,Setu, Bekasi,"Setu, Bekasi",-6.3490457,107.0324084,-6.3490457 107.0324084,60,36,2,1,0,0,1,1,1300,1,0,1,0
300000000,Kebalen, Bekasi,"Kebalen, Bekasi",-6.1925818,107.0332746,-6.1925818 107.0332746,60,36,2,1,0,0,1,1,1300,0,0,1,0
280000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,70,40,2,1,0,0,1,1,1300,1,0,1,0
168000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,60,19,2,1,0,0,1,1,1300,1,0,1,0
168000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,60,29,2,1,0,0,1,1,1300,1,0,1,0
168000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,60,29,2,1,0,0,1,1,1300,1,0,1,0
168000000,Babelan, Bekasi,"Babelan, Bekasi",-6.1902358,107.0196193,-6.1902358 107.0196193,60,29,2,1,0,0,1,0,1300,0,0,1,0
168000000,Cikarang Selatan, Bekasi,"Cikarang Selatan, Bekasi",-6.3258953,107.1256231,-6.3258953 107.1256231,60,30,2,1,0,0,1,1,1300,1,0,1,0
145000000,Jati Asih, Bekasi,"Jati Asih, Bekasi",-6.3102117,106.9532337,-6.3102117 106.9532337,175,140,4,3,0,0,1,1,2200,0,0,1,0
125000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,110,110,3,1,0,0,2,0,1300,0,0,1,0
1390000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,60,64,3,2,0,0,2,1,2200,0,0,1,1
5360000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,192,370,5,4,1,1,2,2,3500,0,0,1,1
3400000000,Jatibening, Bekasi,"Jatibening, Bekasi",-6.2616769,106.9506175,-6.26167689999999 106.9506175,160,285,4,2,1,1,2,2,3500,0,0,1,0
2900000000,Pekayon, Bekasi,"Pekayon, Bekasi",-6.2607006,106.9801346,-6.2607006 106.9801346,241,140,5,3,0,0,2,0,4400,0,0,1,0
2800000000,Bekasi, Bekasi,"Bekasi, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,150,200,4,3,1,1,2,2,5500,2,1,1,1
2750000000,Bekasi Timur, Bekasi,"Bekasi Timur, Bekasi",-6.2491162,107.013564,-6.2491162 107.013564,225,211,6,4,1,1,2,1,3500,1,1,1,0
2700000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,270,175,3,3,1,1,2,2,5500,0,0,1,0
2550000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,144,186,3,2,1,1,2,1,2200,1,0,1,1
2500000000,Bekasi Kota, Bekasi,"Bekasi Kota, Bekasi",-6.2382699,106.9755726,-6.2382699 106.9755726,135,110,4,3,0,0,2,2,5500,0,0,1,1
2300000000,Jaka Sampurna, Bekasi,"Jaka Sampurna, Bekasi",-6.2457664,106.9683273,-6.2457664 106.9683273,200,143,3,2,1,1,2,2,2200,0,0,1,0
2300000000,Kranji, Bekasi,"Kranji, Bekasi",-6.2289259,106.9757068,-6.2289259 106.9757068,200,143,3,2,1,1,2,2,2200,0,1,1,0
2250000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,119,150,4,3,0,0,2,0,2200,0,0,1,1
2200000000,Kemang Pratama, Bekasi,"Kemang Pratama, Bekasi",-6.2844286,106.9799284,-6.2844286 106.9799284,162,230,4,4,0,1,2,1,3500,0,0,1,0
2190000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,136,150,3,3,1,1,2,0,2200,0,0,1,1
2000000000,Bekasi Barat, Bekasi,"Bekasi Barat, Bekasi",-6.2312624,106.9598493,-6.23126239999999 106.9598493,105,110,2,2,0,0,2,0,2200,1,0,1,0
2000000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,118,71,3,3,0,0,2,0,2200,0,0,1,1
1950000000,Summarecon Bekasi, Bekasi,"Summarecon Bekasi, Bekasi",-6.2219677,106.9889673,-6.2219677 106.9889673,119,131,3,3,1,1,2,1,2200,1,0,1,1
1800000000,Jatiwarna, Bekasi,"Jatiwarna, Bekasi",-6.3033511,106.9270066,-6.3033511 106.9270066,115,113,3,2,0,0,1,1,4400,1,1,1,0
1680000000,Cibubur, Bekasi,"Cibubur, Bekasi",-6.3560872,106.879792,-6.35608719999999 106.879792,200,90,3,2,1,0,1,1,2200,1,0,1,0
1650000000,Kayuringin Jaya, Bekasi,"Kayuringin Jaya, Bekasi",-6.2400747,106.9860384,-6.2400747 106.9860384,123,100,4,1,0,0,1,1,2200,0,1,1,0
1620000000,Jaka Setia, Bekasi,"Jaka Setia, Bekasi",-6.2711145,106.9742309,-6.27111449999999 106.9742309,118,156,3,3,1,1,2,2,2200,0,1,1,0
1600000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,120,260,3,2,0,0,2,0,2200,0,1,1,0
1600000000,Bekasi Utara, Bekasi,"Bekasi Utara, Bekasi",-6.2117655,107.0038512,-6.21176549999999 107.0038512,186,200,4,3,0,0,2,1,4400,1,0,1,0
1590000000,Jaka Setia, Bekasi,"Jaka Setia, Bekasi",-6.2711145,106.9742309,-6.27111449999999 106.9742309,118,156,3,3,1,1,2,2,2200,0,1,1,0
1550000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,114,228,2,3,1,0,2,0,2200,1,0,1,0
1500000000,Tarumajaya, Bekasi,"Tarumajaya, Bekasi",-6.116564,106.993921,-6.11656399999999 106.993921,120,88,2,1,1,1,1,1,2200,0,0,1,0
1500000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,126,80,2,2,1,1,2,0,2200,0,0,1,0
1500000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,105,105,3,2,1,0,2,0,2200,0,0,1,0
1500000000,Cikarang Selatan, Bekasi,"Cikarang Selatan, Bekasi",-6.3258953,107.1256231,-6.3258953 107.1256231,240,150,5,2,0,0,1,0,3500,1,0,1,1
1450000000,Harapan Indah, Bekasi,"Harapan Indah, Bekasi",-6.1817524,106.9736839,-6.1817524 106.9736839,131,225,4,3,0,0,2,2,2200,0,0,1,0
